time,x,y,z,qw,qx,qy,qz,raw_roll,raw_pitch,raw_yaw,unwrapped_roll,unwrapped_pitch,unwrapped_yaw
4.023727,0.001899,-0.01186,-0.014401,0.092454,-0.036299,0.994839,0.020728,177.9862291910186,10.687865180918758,-176.00910329816503,-182.0137708089814,10.687865180918758,-176.00910329816503
4.02771,0.001899,-0.011894,-0.014334,0.094023,-0.036418,0.994673,0.021417,177.91333917618485,10.871338548619047,-176.00490677690826,-182.08666082381515,10.871338548619047,-176.00490677690826
4.033695,0.00159,-0.011179,-0.014462,0.095126,-0.036276,0.994543,0.022792,177.75609854364123,11.003408991705927,-176.03827845895935,-182.24390145635877,11.003408991705927,-176.03827845895935
4.041699,0.001567,-0.01124,-0.014335,0.098174,-0.036627,0.994203,0.024088,177.62047944563935,11.360080596249935,-176.01699284552436,-182.37952055436065,11.360080596249935,-176.01699284552436
4.043687,0.001553,-0.011273,-0.01427,0.099668,-0.036815,0.994032,0.024727,177.5537373692631,11.535029977670346,-176.00504098508043,-182.4462626307369,11.535029977670346,-176.00504098508043
4.053696,0.001228,-0.011278,-0.014276,0.102662,-0.037326,0.993674,0.026046,177.4170975664569,11.886258911831469,-175.96647188841055,-182.5829024335431,11.886258911831469,-175.96647188841055
4.055674,0.001205,-0.011315,-0.014214,0.104108,-0.0375,0.9935,0.026701,177.3481354776792,12.055856661800437,-175.95683272180162,-182.6518645223208,12.055856661800437,-175.95683272180162
4.059723,0.001183,-0.011353,-0.01415,0.105573,-0.037667,0.993321,0.027382,177.2761036916155,12.227772809524405,-175.94856429778858,-182.7238963083845,12.227772809524405,-175.94856429778858
4.063717,0.001163,-0.011392,-0.014085,0.107046,-0.037831,0.993137,0.028084,177.20157785965847,12.40071869976555,-175.94112147354824,-182.79842214034153,12.40071869976555,-175.94112147354824
4.065827,0.001146,-0.011433,-0.014018,0.108541,-0.037993,0.992948,0.028811,177.12416045758917,12.57634865441731,-175.93450293547903,-182.87583954241083,12.57634865441731,-175.93450293547903
4.071733,0.000825,-0.010483,-0.014096,0.109684,-0.038212,0.992806,0.029086,177.09895849288537,12.709780987268234,-175.91483577199998,-182.90104150711463,12.709780987268234,-175.91483577199998
4.075732,0.000806,-0.010506,-0.01403,0.111226,-0.038366,0.992606,0.029843,177.0180604783631,12.891006163433921,-175.9099879469483,-182.9819395216369,12.891006163433921,-175.9099879469483
4.083724,0.000784,-0.01055,-0.013895,0.114371,-0.038676,0.992188,0.031412,176.84991850728957,13.26085792369107,-175.90168689423183,-183.15008149271043,13.26085792369107,-175.90168689423183
4.0878,0.000781,-0.010571,-0.013829,0.115966,-0.03883,0.991971,0.032218,176.76330829362578,13.448535794369647,-175.8983991539322,-183.23669170637422,13.448535794369647,-175.8983991539322
4.091691,0.000479,-0.010941,-0.013867,0.117901,-0.038955,0.991706,0.033185,176.65854326205402,13.676031713138098,-175.90187150054413,-183.34145673794598,13.676031713138098,-175.90187150054413
4.095708,0.000475,-0.010969,-0.013807,0.119502,-0.039121,0.991481,0.033967,176.574770593203,13.864442317828797,-175.89746263706468,-183.425229406797,13.864442317828797,-175.89746263706468
